user_name,leaning
jandrew62956555,REPUBLICAN
john316shoe,DEMOCRAT
Granner1,DEMOCRAT
cinemaven,DEMOCRAT
themainepain,DEMOCRAT
GodsOwnDots,REPUBLICAN
ann_lenczewski,DEMOCRAT
WalterGa,REPUBLICAN
lvlvlrd707,REPUBLICAN
susanWV309,REPUBLICAN
CSLCHSnMore,REPUBLICAN
HuntsvilleNAACP,DEMOCRAT
SenatorCharles,REPUBLICAN
jasonaltmire,DEMOCRAT
CMaloney4notRep,REPUBLICAN
ArnoldForMayor,DEMOCRAT
Wandafay,REPUBLICAN
HFACDemocrats,DEMOCRAT
ProwlingLioness,REPUBLICAN
CouncilmanETC,DEMOCRAT
gopbrainiacs,REPUBLICAN
MarchantforTX24,REPUBLICAN
conservagirl,REPUBLICAN
Dan_at_Brady,DEMOCRAT
EnergyGOP,REPUBLICAN
EspaillatNY,DEMOCRAT
GovernorPataki,REPUBLICAN
GZarella,DEMOCRAT
JanPerry,DEMOCRAT
vickijee,DEMOCRAT
maryadamski,REPUBLICAN
KimReynoldsIA,REPUBLICAN
SenatorHosmer,DEMOCRAT
John_Monahan,REPUBLICAN
oopsieee,DEMOCRAT
MayorWild,DEMOCRAT
Rob_Cunningham,REPUBLICAN
liberalprick70,DEMOCRAT
RedMaryland,REPUBLICAN
Hankin57,REPUBLICAN
sabrak,DEMOCRAT
Ronda_Bowen,DEMOCRAT
nanblunt,DEMOCRAT
JebBushJr,REPUBLICAN
fxnopinion,DEMOCRAT
LadyLibertyBlog,DEMOCRAT
victorshannock,REPUBLICAN
billglahn,REPUBLICAN
GingerLanier,REPUBLICAN
BillColeWV,REPUBLICAN
UniteWomenTX,DEMOCRAT
ad_stokes,DEMOCRAT
RichardBloom,DEMOCRAT
LilMsgss,DEMOCRAT
AlexWillette,REPUBLICAN
missfitts,REPUBLICAN
chipesajian,REPUBLICAN
sara_ela,REPUBLICAN
RedRoots,REPUBLICAN
aewickham,REPUBLICAN
seanagnew,REPUBLICAN
MicheleLeiby,REPUBLICAN
sonodoc99,REPUBLICAN
mikeroman,REPUBLICAN
MississippiRT,REPUBLICAN
Wandel,DEMOCRAT
SenatorBarb,DEMOCRAT
HoustonianMan,DEMOCRAT
rep89,REPUBLICAN
Acqky,REPUBLICAN
CRAZYONSI,REPUBLICAN
pairunoyd,REPUBLICAN
GeorgeGraham413,REPUBLICAN
CAWCASION,DEMOCRAT
frankguinta,REPUBLICAN
usACTIONnews,REPUBLICAN
SunnyWebb,DEMOCRAT
bend_time,DEMOCRAT
huMacFl,DEMOCRAT
barbara_boxer,DEMOCRAT
ProfessorHannah,DEMOCRAT
kimdavid2010,REPUBLICAN
arensley,DEMOCRAT
tominphx2011,REPUBLICAN
JGilliam_SEAL,REPUBLICAN
neuro7plastic,REPUBLICAN
NoLibsZone,REPUBLICAN
pvandck,REPUBLICAN
keystonepol,DEMOCRAT
DanieBotha,REPUBLICAN
Tawanda46,DEMOCRAT
NinetyMiles1,REPUBLICAN
SenatorRonbo,REPUBLICAN
marquelonsigler,DEMOCRAT
Apigee,REPUBLICAN
leeadams5294,DEMOCRAT
nananb55,REPUBLICAN
elusive_gp,REPUBLICAN
digitalfatemeh,DEMOCRAT
flarkle,DEMOCRAT
Blazing_Ben,REPUBLICAN
jmpalmieri,DEMOCRAT
SocialistViews,DEMOCRAT
ProgressTX,DEMOCRAT
onecaliberal,DEMOCRAT
F2Ford,REPUBLICAN
occupy_chic,DEMOCRAT
MassCR,REPUBLICAN
michaelmanzo90,DEMOCRAT
62jerseygirl,REPUBLICAN
FakeDanWeber,DEMOCRAT
imjustmusing,REPUBLICAN
jfdaws,REPUBLICAN
Plmyers,REPUBLICAN
STOPOBAMA2012,REPUBLICAN
flakjack3t,REPUBLICAN
feedinup,REPUBLICAN
juancuba,DEMOCRAT
FlaDems,DEMOCRAT
kimfcoleman,REPUBLICAN
HUMANFdn,DEMOCRAT
GirlsGoneGOP,DEMOCRAT
bassackwardsbo,REPUBLICAN
snap321,REPUBLICAN
ScottWapnerCNBC,DEMOCRAT
RepDelBene,DEMOCRAT
RothbardFan,REPUBLICAN
ScottCMaddox,DEMOCRAT
TeaTraitors,DEMOCRAT
marabout40,DEMOCRAT
SusanBeehler,DEMOCRAT
gegarner,DEMOCRAT
ShaunHoyes,DEMOCRAT
benny215,REPUBLICAN
Rxvxz,DEMOCRAT
Walt4NH,REPUBLICAN
harveykeith66,REPUBLICAN
katmur23,REPUBLICAN
Your_GOP,DEMOCRAT
Danno_a_Jyd,DEMOCRAT
illustr8r,REPUBLICAN
amandacoulombe,DEMOCRAT
appholl,DEMOCRAT
last_buffoon,REPUBLICAN
maggieNYT,DEMOCRAT
SenJohnYudichak,DEMOCRAT
RichardOBryan,REPUBLICAN
ParkergirlUSA,REPUBLICAN
toronto4trayvon,DEMOCRAT
fauxcin,DEMOCRAT
dzdork,REPUBLICAN
BethSEGreen,DEMOCRAT
MortalDEElight,REPUBLICAN
Encino_Mann,REPUBLICAN
dr_dharamveer,DEMOCRAT
BigMouthJoe,DEMOCRAT
JJ_Townsend,REPUBLICAN
noryed8700,REPUBLICAN
TeamJeffries,DEMOCRAT
HillaryforIA,DEMOCRAT
NickDeBoer,DEMOCRAT
Honest_Hillary,DEMOCRAT
CherylSubler,REPUBLICAN
PatriciaforUSA,REPUBLICAN
RepAbraham,REPUBLICAN
TheTriggerBox,REPUBLICAN
roadtoBonao,DEMOCRAT
law1788,REPUBLICAN
SenateCandidate,REPUBLICAN
WhiteCivilRight,REPUBLICAN
muzzyrudd,DEMOCRAT
Tom_Suozzi,DEMOCRAT
Truman_Town,DEMOCRAT
RutherfordL,DEMOCRAT
arianefgs,DEMOCRAT
dmontyjr,DEMOCRAT
ShaneWright22,REPUBLICAN
RepBratcherKY,REPUBLICAN
amb21495,DEMOCRAT
willis9189,DEMOCRAT
Fhegenti,DEMOCRAT
AFLCIO,DEMOCRAT
MPratas1776,REPUBLICAN
cathieadams,REPUBLICAN
duerr_2,REPUBLICAN
seiufl,DEMOCRAT
JamesSkoufis,DEMOCRAT
JeffCampbell,REPUBLICAN
abraham_ralph,REPUBLICAN
LeeKindlonEsq,DEMOCRAT
TexansforLamar,REPUBLICAN
wi_for_trump,DEMOCRAT
lmwies,DEMOCRAT
ShaneClaiborne,DEMOCRAT
RushHolt,DEMOCRAT
KUtherapy,DEMOCRAT
jrezaian,DEMOCRAT
SenatorJimmy,REPUBLICAN
WoodburnJeff,DEMOCRAT
rlstermer,REPUBLICAN
gurbsr,REPUBLICAN
txmattie,DEMOCRAT
BethMatuga,DEMOCRAT
HeerJeet,DEMOCRAT
praisingfreedom,REPUBLICAN
ElectMartyLamb,REPUBLICAN
Christopher1127,DEMOCRAT
cicecandy,REPUBLICAN
FrancMex,DEMOCRAT
urbanarmed1,REPUBLICAN
donnaljen,DEMOCRAT
nancyslibrary,REPUBLICAN
hnl_mayor,DEMOCRAT
ShannonSanford9,DEMOCRAT
Travis_Cummings,REPUBLICAN
ld18dems,DEMOCRAT
icgreen,REPUBLICAN
learjetter,REPUBLICAN
GlennaMageau,DEMOCRAT
LGretzky,DEMOCRAT
OccupyCompanies,DEMOCRAT
NMwomen4Bernie,DEMOCRAT
a35362,DEMOCRAT
jaybodids,DEMOCRAT
CatsofVelvet,REPUBLICAN
jmassee,REPUBLICAN
Hillary4Broward,DEMOCRAT
zachwamp,REPUBLICAN
quebryant,REPUBLICAN
thiccmitch,DEMOCRAT
Agirlnamedmeesh,DEMOCRAT
alliepanther,DEMOCRAT
GaetaSusan,REPUBLICAN
Garrett_Love,REPUBLICAN
Ray4_17,REPUBLICAN
DiamondandSilk,REPUBLICAN
D_B_Harrison,DEMOCRAT
rustyweiss74,REPUBLICAN
OMAHAGEMGIRL,DEMOCRAT
LisaSeaFL,DEMOCRAT
MrAnthony81,REPUBLICAN
HenryRMunozIII,DEMOCRAT
robertrardin,REPUBLICAN
LissaKay,REPUBLICAN
a_muzika,REPUBLICAN
RachaelBL,REPUBLICAN
corpdat,REPUBLICAN
DeserveLiberty,REPUBLICAN
PeePartyExpress,DEMOCRAT
AntiWacko,DEMOCRAT
Laubach,REPUBLICAN
DustinJMcClure,REPUBLICAN
LPNational,REPUBLICAN
CalifGovernment,DEMOCRAT
butterkee,REPUBLICAN
TotallyHenley,REPUBLICAN
EdYoung,REPUBLICAN
Robert_Aderholt,REPUBLICAN
LiberalMomma,DEMOCRAT
DougMoore2,DEMOCRAT
OutragedPeople,REPUBLICAN
Peters4Michigan,DEMOCRAT
LauraChapin,DEMOCRAT
digitalduff,DEMOCRAT
MotivationBiden,DEMOCRAT
JeffreynDC,DEMOCRAT
democracyhurts,DEMOCRAT
etor2756,DEMOCRAT
joesam04,DEMOCRAT
NB_Today,DEMOCRAT
kerwood,REPUBLICAN
Teddyshouse2II,DEMOCRAT
MNAFLCIO,DEMOCRAT
joehandy,DEMOCRAT
EmersonFan1,DEMOCRAT
AngieChenButton,REPUBLICAN
alexcast,REPUBLICAN
SAVEHUMANITY16,DEMOCRAT
RepDonBeyer,DEMOCRAT
DSenFloor,DEMOCRAT
mobrien1,REPUBLICAN
StacyDempsey,REPUBLICAN
dawnnicmar,DEMOCRAT
elisepartin,REPUBLICAN
Cx2qz,DEMOCRAT
michaelcshort,REPUBLICAN
Ape_Sk8,DEMOCRAT
DawnB25026955,REPUBLICAN
collectist,DEMOCRAT
calderonberti,DEMOCRAT
2016GOPClownCar,DEMOCRAT
ViolettaVexed,REPUBLICAN
jordanpowell,REPUBLICAN
17Farris,REPUBLICAN
TarbellTweets,DEMOCRAT
adr3n,REPUBLICAN
MattMasonGOP,REPUBLICAN
NASCARNAC,REPUBLICAN
Darcman,DEMOCRAT
Emma_Dumain,DEMOCRAT
ChairmanAlex,REPUBLICAN
USRepSullivan,REPUBLICAN
paladinette,DEMOCRAT
GlobalPost,DEMOCRAT
kristypagan,DEMOCRAT
tpohfilm,REPUBLICAN
FHQ,REPUBLICAN
mgallops,REPUBLICAN
ijreviewBubba,REPUBLICAN
brianjameswalsh,REPUBLICAN
BlackNews,REPUBLICAN
jerrigirl,DEMOCRAT
AShaneRobinson,DEMOCRAT
natehowe,REPUBLICAN
CharlesEdBrown,REPUBLICAN
robertjeffress,REPUBLICAN
scdorn,REPUBLICAN
FoundersGovt,REPUBLICAN
doctor_decade,DEMOCRAT
StormyVNV,DEMOCRAT
11Shultz,DEMOCRAT
BrianDelburn,REPUBLICAN
KevinOwens4,REPUBLICAN
Pearson_LM,REPUBLICAN
rini6,REPUBLICAN
TutiDaBoss,DEMOCRAT
LaborIrishDem,DEMOCRAT
en_dash,DEMOCRAT
m_nunziante,DEMOCRAT
AMRice44,DEMOCRAT
NancySappington,DEMOCRAT
sawworldwide,DEMOCRAT
Wyliecowboy,DEMOCRAT
_warmlettuce,REPUBLICAN
beardeview,DEMOCRAT
TwoPuttTommy,DEMOCRAT
brianoflondon,REPUBLICAN
washingtonweek,REPUBLICAN
CondoleezaRice,REPUBLICAN
LumleyNews,REPUBLICAN
melissadawes,REPUBLICAN
lizadonnelly,DEMOCRAT
Jim_Merritt,REPUBLICAN
ChrisQueen,REPUBLICAN
WAGNERGIRLE,REPUBLICAN
TomBullock3,DEMOCRAT
dtmfman,DEMOCRAT
eclectichorzman,REPUBLICAN
fancylibrarian,REPUBLICAN
TagGreason,REPUBLICAN
JGWIS,REPUBLICAN
Westlund4WI,DEMOCRAT
NationalCenter,REPUBLICAN
Socal_CPA,DEMOCRAT
SchachtNathan,REPUBLICAN
OFA_ID,DEMOCRAT
SenBrianSchatz,DEMOCRAT
emmadra,DEMOCRAT
inHisconfidence,REPUBLICAN
brett_ferguson,REPUBLICAN
BrucePolWatch,REPUBLICAN
root_e,DEMOCRAT
peggylprice,REPUBLICAN
EzioAuditor1459,DEMOCRAT
CUBANCONGAMAN,REPUBLICAN
Irenie_M,DEMOCRAT
JimJBollocks,DEMOCRAT
TruthBeforeDis,REPUBLICAN
GBNeal59,DEMOCRAT
aidannolanmusic,DEMOCRAT
vicole777,REPUBLICAN
GovRauner,REPUBLICAN
JonathanJewel,DEMOCRAT
PaRock,DEMOCRAT
FreedomFirstPlz,REPUBLICAN
ChangeAgent002,DEMOCRAT
billhobbs,REPUBLICAN
courtneyhazlett,DEMOCRAT
BobGoodlatte6,REPUBLICAN
AFPConnecticut,REPUBLICAN
George_LeMieux,REPUBLICAN
AbigailWhelan,REPUBLICAN
Riz,DEMOCRAT
RepFinney,DEMOCRAT
ScottWRasmussen,DEMOCRAT
SavannahChik,DEMOCRAT
WTPatty,REPUBLICAN
coxbusiness,REPUBLICAN
KenPerryTweets,REPUBLICAN
david_s_marks,REPUBLICAN
MatthewKindel,REPUBLICAN
BNDedonald,DEMOCRAT
Qlder,REPUBLICAN
TheMencher,REPUBLICAN
warrenbuffetbot,DEMOCRAT
UChivukulaNJ,DEMOCRAT
DonnaHowardTX,DEMOCRAT
SwampHunter1,REPUBLICAN
gsimm,DEMOCRAT
cyn3matic,DEMOCRAT
ZaibatsuPlanet,DEMOCRAT
KillerKellyReno,REPUBLICAN
BARTKORMAN,REPUBLICAN
goldensam27,REPUBLICAN
sterlingvoth,DEMOCRAT
TopShotDustin,REPUBLICAN
rhUSMC,REPUBLICAN
ThePolitiChicks,DEMOCRAT
GreaseWeezer,DEMOCRAT
missLtoe,DEMOCRAT
etclaws,REPUBLICAN
SebastianStuff,DEMOCRAT
ekklesia7,REPUBLICAN
EqualityTexas,DEMOCRAT
Ald_Reboyras,DEMOCRAT
MadameNoire,DEMOCRAT
msbellows,DEMOCRAT
martydrinksbeer,REPUBLICAN
ConservativeDom,DEMOCRAT
MattFromTexas31,REPUBLICAN
DaveBate,DEMOCRAT
sparksburns,DEMOCRAT
ben_buysse,DEMOCRAT
SoCoLaura,DEMOCRAT
ddiamond,DEMOCRAT
KathySaltzman,DEMOCRAT
guwop,REPUBLICAN
DerhamCole,REPUBLICAN
lions725,REPUBLICAN
GrimestTrigger,DEMOCRAT
Roddee,DEMOCRAT
georgemonteith,REPUBLICAN
brandondarby,REPUBLICAN
BVWyatt,DEMOCRAT
JosephVerranUSA,REPUBLICAN
Dbetras,DEMOCRAT
RepBrianHiggins,DEMOCRAT
BlackbirdCroon,DEMOCRAT
ChuckyKype,DEMOCRAT
KirstenHughesMA,REPUBLICAN
OhioCongressman,REPUBLICAN
GBYoungDems,DEMOCRAT
tgiovanetti,REPUBLICAN
Betsy_McCaughey,REPUBLICAN
RockyinTX,DEMOCRAT
GuerrillaDems,DEMOCRAT
scottcmartin,REPUBLICAN
KristenFaiola,REPUBLICAN
iowademocrats,DEMOCRAT
soylentgs,REPUBLICAN
jesie_ann,REPUBLICAN
COP21,DEMOCRAT
MarkDeSaulnier,DEMOCRAT
TheP2Agenda,REPUBLICAN
Iloveperfumeso,REPUBLICAN
homeohiomooney,DEMOCRAT
BushwackCA,REPUBLICAN
mohawkjohn,DEMOCRAT
lsptex,DEMOCRAT
BlueGood2,DEMOCRAT
taiping2,DEMOCRAT
Morgs_Kopittke,REPUBLICAN
TDogUSA,REPUBLICAN
1centsolution,REPUBLICAN
RepJamesKay,DEMOCRAT
JohnKingUSA,REPUBLICAN
BillBean1,REPUBLICAN
ARWildHog,REPUBLICAN
BuckeyeFirearms,REPUBLICAN
TheTammySimmons,REPUBLICAN
arkangel99,DEMOCRAT
MiaLis79,DEMOCRAT
bkilmeade,REPUBLICAN
TerriDiA,DEMOCRAT
Westxgal,DEMOCRAT
LaurentFabius,DEMOCRAT
ItalynLuvAffair,DEMOCRAT
RoyalCorrespond,DEMOCRAT
DavidPSawyer,REPUBLICAN
Kenwelch,DEMOCRAT
RyanBoehm,REPUBLICAN
AnnLewisChicago,DEMOCRAT
RepDold,REPUBLICAN
CarlHeastie,DEMOCRAT
davidjones720,DEMOCRAT
inaimless,DEMOCRAT
BNV_NoBorders,DEMOCRAT
stphil,DEMOCRAT
CAPeconomy,DEMOCRAT
MLK_MPLS,DEMOCRAT
Urza83,DEMOCRAT
marcorubio,REPUBLICAN
Lautenbaugh,REPUBLICAN
DinoRossiWA,REPUBLICAN
SamPKCollins,DEMOCRAT
conniejimjoe,DEMOCRAT
FMSD14,REPUBLICAN
mkibbe,REPUBLICAN
factusa,REPUBLICAN
piersmorgan,DEMOCRAT
JeffDanielson,DEMOCRAT
MikeGravel,DEMOCRAT
wiredifferent,DEMOCRAT
JohnHQuigley,DEMOCRAT
VictorChameleon,DEMOCRAT
dr7854,DEMOCRAT
Bardi_toto,REPUBLICAN
JeniferLoon,REPUBLICAN
EmiliaSykesOH,DEMOCRAT
EricConradFL,DEMOCRAT
rubendiazjr,DEMOCRAT
anthonyspanti,REPUBLICAN
daves_hart,REPUBLICAN
masterBhomber,DEMOCRAT
HoyerPress,DEMOCRAT
EdShadid,DEMOCRAT
CO2_unFiltered,DEMOCRAT
RepJohnZerwas,REPUBLICAN
frcoulter,DEMOCRAT
TheDavidAllan,REPUBLICAN
vmhilljr,REPUBLICAN
MaryFallin,REPUBLICAN
citygirlblogs,DEMOCRAT
ajbruno14,REPUBLICAN
Thom_Hartmann,DEMOCRAT
madrugadita,DEMOCRAT
bradleyhughes,REPUBLICAN
DanielSonntag,REPUBLICAN
TheLeeTeam,DEMOCRAT
TylerBClark,DEMOCRAT
ConservBabes,DEMOCRAT
LUPILLO8,DEMOCRAT
murphysblues,DEMOCRAT
RifleGuys,DEMOCRAT
TeaPartyMD,REPUBLICAN
MichaelENewton1,REPUBLICAN
janemiami,REPUBLICAN
Rhxhdjej,REPUBLICAN
tobyquaranta,DEMOCRAT
Jon2012HQ,REPUBLICAN
DrGregBrannon,REPUBLICAN
dneiwert,DEMOCRAT
DoggedlyBlue,DEMOCRAT
PatrioticKitten,REPUBLICAN
CRAP_ENDS_NOW,REPUBLICAN
Districtopia,DEMOCRAT
nicole473,DEMOCRAT
mayorcabaldon,DEMOCRAT
MayorKipHolden,DEMOCRAT
TYRF,REPUBLICAN
mtapscott,REPUBLICAN
AGScottPruitt,REPUBLICAN
granitevoter,DEMOCRAT
gatorpolitics,REPUBLICAN
TeamRomney,REPUBLICAN
wwadefuller,REPUBLICAN
Nolanelle,REPUBLICAN
nannette1094,DEMOCRAT
randylon,REPUBLICAN
pas_une_ardoise,REPUBLICAN
DeadTiredDave,REPUBLICAN
ForrestDunbarAK,DEMOCRAT
Gatiss27,REPUBLICAN
RandyInman,REPUBLICAN
MissREVO,DEMOCRAT
BlueSkyDog,DEMOCRAT
aliananiciu,REPUBLICAN
QrsChocolate,REPUBLICAN
detansinn,DEMOCRAT
dwcbubba,REPUBLICAN
StephanieNeely,DEMOCRAT
Squids_Defender,DEMOCRAT
KielPhegley,REPUBLICAN
grandma420,DEMOCRAT
emilyslist,DEMOCRAT
bhaibaldeep,DEMOCRAT
ObamaSucksAnus,REPUBLICAN
HenryBarbour,REPUBLICAN
Seedswapper,DEMOCRAT
redheadbomb,REPUBLICAN
BenAtLarge,DEMOCRAT
ScogginsHanks,DEMOCRAT
DocWashburn,REPUBLICAN
JamieShopland,DEMOCRAT
GaylandAnderson,DEMOCRAT
SenatorHughes,DEMOCRAT
marlowcolvin,DEMOCRAT
jillybee,REPUBLICAN
CalvaryGirl,REPUBLICAN
DouglasRHall3,DEMOCRAT
dglasscock,REPUBLICAN
WiredPig,REPUBLICAN
Buzzer63Miller,REPUBLICAN
Bye_Dogma,DEMOCRAT
grandmagraffius,DEMOCRAT
2011Patriot1775,DEMOCRAT
FarNorthDallasT,REPUBLICAN
DannyTarkanian,REPUBLICAN
AdamBitely,REPUBLICAN
bibivanderzee,DEMOCRAT
army1man1,REPUBLICAN
liszewsk,REPUBLICAN
shouldbelegal,DEMOCRAT
SashGirlVegas,REPUBLICAN
leogonzo45,DEMOCRAT
MarkSteynOnline,DEMOCRAT
shortreddog,DEMOCRAT
GOPunplugged,REPUBLICAN
KeepKCurtis,REPUBLICAN
AldermanErvin,DEMOCRAT
KingVantes,DEMOCRAT
VetAffairsDems,DEMOCRAT
alison_rambles,REPUBLICAN
greenspaceguy,DEMOCRAT
Polis4Congress,DEMOCRAT
shanikapichey,REPUBLICAN
Sarge1972,REPUBLICAN
JaxYoungDems,DEMOCRAT
SusanCombs,REPUBLICAN
RepShankland,DEMOCRAT
MichaelBColeman,DEMOCRAT
pcook102,REPUBLICAN
polesovsky,REPUBLICAN
KHBudig,REPUBLICAN
linksteroh,DEMOCRAT
lingling23,REPUBLICAN
gregevers,REPUBLICAN
GregHembree,REPUBLICAN
berks_rightwing,REPUBLICAN
RepublicaTienda,REPUBLICAN
EJUSA,REPUBLICAN
VanessaAKnox,DEMOCRAT
wilkgar,REPUBLICAN
mjwadeesq,REPUBLICAN
0402sgrl,REPUBLICAN
badd_andy,DEMOCRAT
NicholasTrainer,REPUBLICAN
christophjoyce,DEMOCRAT
TheUofofan,REPUBLICAN
JoeDaytonMN,DEMOCRAT
WTFU_USA,DEMOCRAT
tori_van,DEMOCRAT
emzanotti,REPUBLICAN
greggnunziata,REPUBLICAN
BeeQueenbee60,DEMOCRAT
SenateAgDems,DEMOCRAT
GO_GOP_JEFF_KY,REPUBLICAN
MithraYousefi,DEMOCRAT
romanoprodi,DEMOCRAT
deepbluesealovr,REPUBLICAN
jayinatlanta,DEMOCRAT
Hoosierville,DEMOCRAT
FreePatriot76,REPUBLICAN
DanteB4u,REPUBLICAN
SteveKarol,DEMOCRAT
matthewjdowd,DEMOCRAT
gregmcneilly,REPUBLICAN
LizBrownUS,REPUBLICAN
hillsdalegop,REPUBLICAN
2Freelancer,DEMOCRAT
GammaRae206,REPUBLICAN
SmartBlondiey,DEMOCRAT
AAW9573,DEMOCRAT
WCSmithIV,REPUBLICAN
Pagan_Spirit,DEMOCRAT
MarianDClough,REPUBLICAN
LombardoSteven,REPUBLICAN
LynnInOhio,REPUBLICAN
NathanDahm,REPUBLICAN
PASenateGOP,REPUBLICAN
CorruptOldMedia,REPUBLICAN
MaxineWaters,DEMOCRAT
Makofury,DEMOCRAT
antthotreble,DEMOCRAT
chunter11,REPUBLICAN
DoorstepBroward,REPUBLICAN
Kinlaw2016,REPUBLICAN
LeonHWolf,REPUBLICAN
carolynryan,DEMOCRAT
Ysastep,DEMOCRAT
JC_Christian,DEMOCRAT
imstudwe1l,REPUBLICAN
david_ruhlen,DEMOCRAT
GarySinise,DEMOCRAT
JoAnneMoretti,REPUBLICAN
tracker570,REPUBLICAN
albert_brown,REPUBLICAN
stljv,DEMOCRAT
NMalliotakis,REPUBLICAN
FiredUpMissouri,DEMOCRAT
DrLisaCorrigan,DEMOCRAT
feldmike,DEMOCRAT
AlGrafNY,REPUBLICAN
UofMPat,REPUBLICAN
merrygolightly,DEMOCRAT
ChrisClegg80,DEMOCRAT
jazgar,DEMOCRAT
AssemblyGOP,REPUBLICAN
GravityDriven1,DEMOCRAT
kippras,REPUBLICAN
Limey98,REPUBLICAN
kdrum,DEMOCRAT
carleegriffeth,DEMOCRAT
JLG0103,REPUBLICAN
ChrisMalagisi,REPUBLICAN
JulieAnnSilver,DEMOCRAT
annmariepoli,DEMOCRAT
VTdems,DEMOCRAT
FrankScaturro,REPUBLICAN
ruskaj,REPUBLICAN
jimi2124,REPUBLICAN
MClarissa,DEMOCRAT
jgoldsworthy,DEMOCRAT
Leahvukmir,REPUBLICAN
CamelotGypsy,DEMOCRAT
jernichols,DEMOCRAT
LtGovTimGriffin,REPUBLICAN
paolo_sf,REPUBLICAN
Yecora51,DEMOCRAT
worldviewdawson,REPUBLICAN
Sabrioli,DEMOCRAT
drmrox151,REPUBLICAN
qaf_jan,DEMOCRAT
TheAnahita,REPUBLICAN
HillaryGuess,DEMOCRAT
McClainJulie,DEMOCRAT
clark_monroe,REPUBLICAN
samrhall,DEMOCRAT
Medusa_RANTz,DEMOCRAT
crystalstrait,DEMOCRAT
ProducerSusan,REPUBLICAN
ritaag,DEMOCRAT
gunrightsupdate,DEMOCRAT
PatriotPlaceATX,REPUBLICAN
RealMichaelW,REPUBLICAN
ThomasMulcair,DEMOCRAT
RickNewcombe,REPUBLICAN
josephcphillips,DEMOCRAT
jbpage,REPUBLICAN
emokidsloveme,DEMOCRAT
JamesDiossa,DEMOCRAT
iheartwestbrook,DEMOCRAT
DonBacon2016,REPUBLICAN
NotEdelman,REPUBLICAN
KelleyLinck,REPUBLICAN
BobGarrettRadio,REPUBLICAN
honorUStroops,REPUBLICAN
iiBreakNecks,DEMOCRAT
Duh_Progressive,DEMOCRAT
Tampa912Project,REPUBLICAN
slked,REPUBLICAN
RedStatePolitic,REPUBLICAN
EloyVidales,REPUBLICAN
EduardoJPadron,DEMOCRAT
garbo_speaks,DEMOCRAT
MayorMarkK,DEMOCRAT
Margie_Far,REPUBLICAN
elizabethlev,DEMOCRAT
OnlytoEngage,DEMOCRAT
bocougar,REPUBLICAN
PL_Malta,DEMOCRAT
HollyJMitchell,DEMOCRAT
SueKennedyDSC,DEMOCRAT
RepDomCosta,DEMOCRAT
SecRichards,DEMOCRAT
FCDems,DEMOCRAT
lordtiberius,REPUBLICAN
BrowerReport,REPUBLICAN
mukhtaryare,DEMOCRAT
PowerFlite,DEMOCRAT
CherylKagan,DEMOCRAT
BlumforCongress,REPUBLICAN
27Seascapes,DEMOCRAT
AwakenTruth,DEMOCRAT
RepMGriffith,REPUBLICAN
elephantparty,REPUBLICAN
murdaugh,REPUBLICAN
JCCWatch,REPUBLICAN
Zoom_1,REPUBLICAN
JoseyWaless1,DEMOCRAT
JamminWithPearl,DEMOCRAT
ZaibatsuNews,DEMOCRAT
Badlifestyle,DEMOCRAT
LeeRogersCA,DEMOCRAT
ContestSource,REPUBLICAN
RedRoadRail,REPUBLICAN
ericgrimey,REPUBLICAN
ExposingALEC,DEMOCRAT
LVKen7,DEMOCRAT
JoHafford,DEMOCRAT
johnpodesta,DEMOCRAT
partiallypro,REPUBLICAN
KXLF,DEMOCRAT
blackjohnwhite,REPUBLICAN
Newzworth,REPUBLICAN
ProfHagle,REPUBLICAN
rschriefer,REPUBLICAN
DrOrlyTaitzEsq,DEMOCRAT
cameramannequin,DEMOCRAT
JayArguelles,REPUBLICAN
MonYoungblood,REPUBLICAN
RepSandyAdams,REPUBLICAN
MariaS_227,DEMOCRAT
billkellytexas,DEMOCRAT
JackieC1989,DEMOCRAT
DrMarshaFarney,REPUBLICAN
MN4allfamilies,DEMOCRAT
GodWalk7,REPUBLICAN
Kpdblu101,REPUBLICAN
AdvertisingLaw,REPUBLICAN
mellconklin,DEMOCRAT
lynchryanryan,DEMOCRAT
wpazzurri,DEMOCRAT
christian_la,DEMOCRAT
janie_austin,REPUBLICAN
ScotShumski,REPUBLICAN
tlccpas,REPUBLICAN
RpSensenbrenner,REPUBLICAN
ArielleYael,REPUBLICAN
pkhinkle,DEMOCRAT
KelleyMacG,REPUBLICAN
Nick_Meidanis,DEMOCRAT
toriwester,REPUBLICAN
CPeoplesStokes,DEMOCRAT
1ClickPolitics,DEMOCRAT
politics,REPUBLICAN
toviasmithnpr,DEMOCRAT
DanPatlak,REPUBLICAN
MWillia672,DEMOCRAT
emiliana,DEMOCRAT
CrazyComposer,DEMOCRAT
SimonWDC,DEMOCRAT
DJordanLane,REPUBLICAN
I_Careapp,REPUBLICAN
GordonPress,REPUBLICAN
AverageBlackMan,DEMOCRAT
Romney_Central,REPUBLICAN
Daniel_Alders,REPUBLICAN
citycouncilbham,DEMOCRAT
Bobblespeak,DEMOCRAT
BillHalter,DEMOCRAT
charlevoix2,REPUBLICAN
MattWolking,REPUBLICAN
Reality_Alert,REPUBLICAN
quaintjester,REPUBLICAN
MichaelRajner,DEMOCRAT
katiebaham,REPUBLICAN
Wheeler4Nevada,REPUBLICAN
JosephTexDozier,REPUBLICAN
